date,pr,tasmax,tasmin,year,month
1983-09-01,15.82,33.89,20.25,1983,9
1983-10-01,5.44,29.5,12.79,1983,10
1983-11-01,0.95,24.52,7.17,1983,11
1983-12-01,8.67,18.36,3.07,1983,12
1984-01-01,7.69,15.94,1.47,1984,1
1984-02-01,15.33,16.03,2.07,1984,2
1984-03-01,23.89,25.92,11.58,1984,3
1984-04-01,19.67,30.52,15.71,1984,4
1984-05-01,12.76,35.68,20.61,1984,5
1984-06-01,10.87,37.76,23.65,1984,6
1984-07-01,49.42,35.05,23.14,1984,7
1984-08-01,76.67,34.49,22.62,1984,8
1984-09-01,28.8,31.91,18.36,1984,9
1984-10-01,1.4,28.51,11.98,1984,10
1984-11-01,6.41,24.08,8.07,1984,11
1984-12-01,12.29,17.8,3.33,1984,12
1985-01-01,14.5,16.56,2.5,1985,1
1985-02-01,4.71,20.07,5.55,1985,2
1985-03-01,11.17,25.54,11.46,1985,3
1985-04-01,31.69,29.91,15.23,1985,4
1985-05-01,12.45,34.54,19.8,1985,5
1985-06-01,7.43,36.9,23.0,1985,6
1985-07-01,57.36,35.07,23.47,1985,7
1985-08-01,52.86,33.48,22.34,1985,8
1985-09-01,4.65,32.67,19.0,1985,9
1985-10-01,7.36,28.72,13.1,1985,10
1985-11-01,1.66,24.25,8.14,1985,11
1985-12-01,31.79,18.5,4.04,1985,12
1986-01-01,5.08,16.02,1.29,1986,1
1986-02-01,32.66,17.75,4.02,1986,2
1986-03-01,37.14,22.55,8.92,1986,3
1986-04-01,20.22,29.7,15.3,1986,4
1986-05-01,14.49,34.02,19.32,1986,5
1986-06-01,23.53,36.6,23.23,1986,6
1986-07-01,45.06,34.58,23.1,1986,7
1986-08-01,96.69,33.15,21.89,1986,8
1986-09-01,9.23,32.29,18.71,1986,9
1986-10-01,3.82,30.16,14.35,1986,10
1986-11-01,23.34,24.12,8.6,1986,11
1986-12-01,17.09,16.82,2.42,1986,12
1987-01-01,6.69,17.63,2.62,1987,1
1987-02-01,26.01,19.64,5.41,1987,2
1987-03-01,46.65,24.08,10.55,1987,3
1987-04-01,17.92,29.91,15.5,1987,4
1987-05-01,27.32,32.32,17.79,1987,5
1987-06-01,25.64,36.21,22.64,1987,6
1987-07-01,19.73,35.6,24.07,1987,7
1987-08-01,23.46,35.32,23.69,1987,8
1987-09-01,3.87,34.02,20.71,1987,9
1987-10-01,17.25,29.43,14.14,1987,10
1987-11-01,0.41,24.86,8.41,1987,11
1987-12-01,4.31,19.24,3.86,1987,12
1988-01-01,17.3,17.91,3.72,1988,1
1988-02-01,14.8,19.84,6.08,1988,2
1988-03-01,45.06,23.67,10.04,1988,3
1988-04-01,7.69,31.35,16.73,1988,4
1988-05-01,3.36,36.28,21.37,1988,5
1988-06-01,16.93,37.26,23.42,1988,6
1988-07-01,100.89,35.42,23.88,1988,7
1988-08-01,56.2,34.05,22.76,1988,8
1988-09-01,24.43,33.35,20.01,1988,9
1988-10-01,3.79,29.73,13.79,1988,10
1988-11-01,0.75,24.62,8.11,1988,11
1988-12-01,17.21,19.65,4.75,1988,12
1989-01-01,15.21,15.66,1.04,1989,1
1989-02-01,11.14,17.31,3.38,1989,2
1989-03-01,36.98,23.13,9.19,1989,3
1989-04-01,8.78,28.53,13.89,1989,4
1989-05-01,16.55,33.48,18.62,1989,5
1989-06-01,15.33,36.1,22.47,1989,6
1989-07-01,107.0,34.73,23.32,1989,7
1989-08-01,45.71,33.62,22.07,1989,8
1989-09-01,12.02,32.88,19.14,1989,9
1989-10-01,2.38,30.03,13.85,1989,10
1989-11-01,8.95,24.56,8.76,1989,11
1989-12-01,23.1,18.86,4.36,1989,12
1990-01-01,34.16,18.15,4.43,1990,1
1990-02-01,49.06,18.41,5.05,1990,2
1990-03-01,28.84,22.99,8.77,1990,3
1990-04-01,15.71,29.67,15.35,1990,4
1990-05-01,11.92,35.53,20.9,1990,5
1990-06-01,9.76,37.02,23.18,1990,6
1990-07-01,26.38,35.41,23.65,1990,7
1990-08-01,83.3,34.37,22.85,1990,8
1990-09-01,38.13,33.46,19.91,1990,9
1990-10-01,4.41,29.17,13.19,1990,10
1990-11-01,4.43,24.82,8.32,1990,11
1990-12-01,30.64,18.55,3.72,1990,12
1991-01-01,18.47,16.32,2.37,1991,1
1991-02-01,38.22,17.59,4.15,1991,2
1991-03-01,35.07,23.4,9.95,1991,3
1991-04-01,31.19,28.87,14.55,1991,4
1991-05-01,26.88,33.57,19.11,1991,5
1991-06-01,10.22,36.79,23.15,1991,6
1991-07-01,19.45,36.11,24.31,1991,7
1991-08-01,19.72,34.3,22.67,1991,8
1991-09-01,25.44,32.75,19.4,1991,9
1991-10-01,2.75,28.98,13.06,1991,10
1991-11-01,4.55,24.12,8.04,1991,11
1991-12-01,10.24,19.33,5.28,1991,12
1992-01-01,44.28,16.52,2.85,1992,1
1992-02-01,27.93,18.3,4.34,1992,2
1992-03-01,31.78,22.41,9.05,1992,3
1992-04-01,37.89,28.06,13.91,1992,4
1992-05-01,21.09,33.28,18.78,1992,5
1992-06-01,5.42,37.36,23.54,1992,6
1992-07-01,43.58,35.13,23.4,1992,7
1992-08-01,63.72,33.38,22.15,1992,8
1992-09-01,31.03,31.66,18.36,1992,9
1992-10-01,8.9,29.32,13.68,1992,10
1992-11-01,7.04,24.39,8.23,1992,11
1992-12-01,12.82,20.17,5.66,1992,12
1993-01-01,26.4,16.17,2.25,1993,1
1993-02-01,12.43,20.73,7.2,1993,2
1993-03-01,26.42,22.65,9.04,1993,3
1993-04-01,16.5,30.03,15.43,1993,4
1993-05-01,11.13,35.28,20.76,1993,5
1993-06-01,19.32,36.91,23.14,1993,6
1993-07-01,71.28,34.95,23.42,1993,7
1993-08-01,10.77,34.53,22.96,1993,8
1993-09-01,16.2,33.24,19.89,1993,9
1993-10-01,2.25,29.52,13.49,1993,10
1993-11-01,9.07,24.97,9.28,1993,11
1993-12-01,1.08,19.87,4.64,1993,12
1994-01-01,15.9,17.39,3.33,1994,1
1994-02-01,23.49,18.35,4.58,1994,2
1994-03-01,19.56,25.65,11.73,1994,3
1994-04-01,23.04,28.68,14.31,1994,4
1994-05-01,17.97,34.98,20.38,1994,5
1994-06-01,20.88,37.37,23.59,1994,6
1994-07-01,101.37,34.66,23.16,1994,7
1994-08-01,73.95,34.05,22.67,1994,8
1994-09-01,41.61,31.27,18.03,1994,9
1994-10-01,9.69,28.8,13.22,1994,10
1994-11-01,1.62,25.46,9.56,1994,11
1994-12-01,23.16,18.56,3.95,1994,12
1995-01-01,10.76,16.47,2.18,1995,1
1995-02-01,25.9,19.15,5.31,1995,2
1995-03-01,23.72,22.45,8.82,1995,3
1995-04-01,38.92,28.17,13.89,1995,4
1995-05-01,11.61,34.39,19.75,1995,5
1995-06-01,14.02,37.55,23.85,1995,6
1995-07-01,99.7,35.27,23.77,1995,7
1995-08-01,55.22,34.17,22.86,1995,8
1995-09-01,17.93,32.84,19.5,1995,9
1995-10-01,11.13,30.36,14.83,1995,10
1995-11-01,5.05,24.31,7.76,1995,11
1995-12-01,18.34,18.09,4.01,1995,12
1996-01-01,26.45,16.12,2.14,1996,1
1996-02-01,36.32,19.54,5.8,1996,2
1996-03-01,38.93,24.59,11.53,1996,3
1996-04-01,21.05,30.0,15.7,1996,4
1996-05-01,30.9,33.23,18.79,1996,5
1996-06-01,44.31,36.04,22.58,1996,6
1996-07-01,32.63,35.13,23.53,1996,7
1996-08-01,53.71,33.49,22.17,1996,8
1996-09-01,12.49,33.26,19.94,1996,9
1996-10-01,11.16,29.18,13.26,1996,10
1996-11-01,3.63,23.19,6.88,1996,11
1996-12-01,5.35,18.68,2.71,1996,12
1997-01-01,17.95,16.56,1.89,1997,1
1997-02-01,5.54,19.28,4.79,1997,2
1997-03-01,35.58,23.33,9.8,1997,3
1997-04-01,35.19,28.08,13.78,1997,4
1997-05-01,16.83,32.31,17.74,1997,5
1997-06-01,32.81,35.25,21.75,1997,6
1997-07-01,56.24,35.82,23.98,1997,7
1997-08-01,80.35,33.81,22.2,1997,8
1997-09-01,10.99,33.13,19.73,1997,9
1997-10-01,21.82,28.17,12.87,1997,10
1997-11-01,6.52,23.72,8.2,1997,11
1997-12-01,12.71,17.4,3.18,1997,12
1998-01-01,29.16,16.67,2.77,1998,1
1998-02-01,32.1,18.6,5.06,1998,2
1998-03-01,28.4,23.22,9.78,1998,3
1998-04-01,27.18,30.92,16.59,1998,4
1998-05-01,19.42,34.9,20.47,1998,5
1998-06-01,22.3,36.27,22.86,1998,6
1998-07-01,51.17,35.57,24.08,1998,7
1998-08-01,28.41,34.73,23.64,1998,8
1998-09-01,22.02,33.26,20.03,1998,9
1998-10-01,5.66,30.4,14.76,1998,10
1998-11-01,0.27,24.59,8.11,1998,11
1998-12-01,1.47,20.12,4.4,1998,12
1999-01-01,27.19,16.62,2.46,1999,1
1999-02-01,30.78,19.65,6.03,1999,2
1999-03-01,19.6,24.46,10.67,1999,3
1999-04-01,15.54,31.48,16.72,1999,4
1999-05-01,10.82,34.99,20.41,1999,5
1999-06-01,7.78,36.94,23.25,1999,6
1999-07-01,30.78,35.56,24.22,1999,7
1999-08-01,33.42,34.24,22.75,1999,8
1999-09-01,22.62,34.01,20.74,1999,9
1999-10-01,5.54,30.75,14.99,1999,10
1999-11-01,11.58,25.44,9.77,1999,11
1999-12-01,0.55,19.81,4.06,1999,12
2000-01-01,19.7,17.17,3.11,2000,1
2000-02-01,14.04,18.19,3.99,2000,2
2000-03-01,9.02,24.03,9.78,2000,3
2000-04-01,3.89,32.34,17.59,2000,4
2000-05-01,7.76,36.82,22.14,2000,5
2000-06-01,17.68,36.63,23.02,2000,6
2000-07-01,59.4,34.87,23.3,2000,7
2000-08-01,32.29,34.33,22.77,2000,8
2000-09-01,21.37,33.05,19.67,2000,9
2000-10-01,3.22,30.84,14.84,2000,10
2000-11-01,4.91,24.39,8.57,2000,11
2000-12-01,5.94,19.73,4.76,2000,12
2001-01-01,4.52,16.68,1.87,2001,1
2001-02-01,13.08,19.73,5.47,2001,2
2001-03-01,14.34,25.05,10.62,2001,3
2001-04-01,18.71,30.94,16.17,2001,4
2001-05-01,9.85,36.63,21.77,2001,5
2001-06-01,42.57,36.58,22.94,2001,6
2001-07-01,65.41,35.01,23.64,2001,7
2001-08-01,26.38,34.34,22.94,2001,8
2001-09-01,12.01,32.95,19.74,2001,9
2001-10-01,2.42,30.97,14.97,2001,10
2001-11-01,10.57,25.09,9.05,2001,11
2001-12-01,8.4,20.54,5.9,2001,12
2002-01-01,7.01,17.23,2.87,2002,1
2002-02-01,23.08,18.87,4.82,2002,2
2002-03-01,20.49,25.57,11.29,2002,3
2002-04-01,17.82,31.43,16.9,2002,4
2002-05-01,10.0,36.3,21.57,2002,5
2002-06-01,23.57,37.39,23.81,2002,6
2002-07-01,14.3,35.8,24.28,2002,7
2002-08-01,34.71,34.74,23.41,2002,8
2002-09-01,22.9,32.43,19.2,2002,9
2002-10-01,2.35,30.88,14.93,2002,10
2002-11-01,10.73,24.81,9.02,2002,11
2002-12-01,13.47,19.19,4.71,2002,12
2003-01-01,12.07,17.29,3.11,2003,1
2003-02-01,48.13,19.46,5.98,2003,2
2003-03-01,27.0,24.3,10.52,2003,3
2003-04-01,18.52,30.93,16.52,2003,4
2003-05-01,18.16,33.77,19.33,2003,5
2003-06-01,12.8,37.43,23.81,2003,6
2003-07-01,109.34,34.99,23.45,2003,7
2003-08-01,63.57,34.14,22.82,2003,8
2003-09-01,24.44,32.75,19.64,2003,9
2003-10-01,3.43,30.03,14.12,2003,10
2003-11-01,8.14,23.55,7.67,2003,11
2003-12-01,7.01,18.86,4.19,2003,12
2004-01-01,36.82,17.49,3.7,2004,1
2004-02-01,12.87,20.73,6.41,2004,2
2004-03-01,5.07,27.37,12.92,2004,3
2004-04-01,21.85,32.0,17.51,2004,4
2004-05-01,13.2,35.25,20.56,2004,5
2004-06-01,17.95,36.75,22.86,2004,6
2004-07-01,23.07,35.75,24.27,2004,7
2004-08-01,52.68,34.35,22.75,2004,8
2004-09-01,14.84,33.36,19.95,2004,9
2004-10-01,10.1,28.77,13.08,2004,10
2004-11-01,4.17,25.22,9.49,2004,11
2004-12-01,22.87,19.62,5.16,2004,12
2005-01-01,32.62,16.0,1.99,2005,1
2005-02-01,53.31,17.3,4.03,2005,2
2005-03-01,39.95,24.71,10.95,2005,3
2005-04-01,18.63,29.73,15.11,2005,4
2005-05-01,24.72,33.11,18.77,2005,5
2005-06-01,7.34,37.2,23.78,2005,6
2005-07-01,53.84,35.36,23.87,2005,7
2005-08-01,28.22,34.43,23.13,2005,8
2005-09-01,30.41,33.61,20.31,2005,9
2005-10-01,4.49,30.27,14.57,2005,10
2005-11-01,7.21,24.48,8.6,2005,11
2005-12-01,4.5,18.53,3.56,2005,12
2006-01-01,22.91,16.43,2.39,2006,1
2006-02-01,13.13,22.14,8.53,2006,2
2006-03-01,24.86,24.82,10.82,2006,3
2006-04-01,29.62,27.74,13.19,2006,4
2006-05-01,8.38,37.22,22.55,2006,5
2006-06-01,16.73,36.45,22.72,2006,6
2006-07-01,53.65,36.16,24.63,2006,7
2006-08-01,80.6,33.86,22.56,2006,8
2006-09-01,29.83,33.16,19.92,2006,9
2006-10-01,9.2,31.86,15.8,2006,10
2006-11-01,17.46,25.06,9.58,2006,11
2006-12-01,37.64,18.37,3.76,2006,12
2007-01-01,3.25,17.39,2.85,2007,1
2007-02-01,43.03,20.31,6.54,2007,2
2007-03-01,55.9,23.85,9.98,2007,3
2007-04-01,9.12,32.8,18.47,2007,4
2007-05-01,9.87,35.27,20.63,2007,5
2007-06-01,33.33,36.75,23.04,2007,6
2007-07-01,59.52,35.51,24.01,2007,7
2007-08-01,44.0,34.64,23.29,2007,8
2007-09-01,27.95,33.37,20.04,2007,9
2007-10-01,0.63,29.4,13.37,2007,10
2007-11-01,2.21,25.81,9.53,2007,11
2007-12-01,8.78,18.4,3.73,2007,12
2008-01-01,38.97,14.46,0.94,2008,1
2008-02-01,11.43,17.88,3.67,2008,2
2008-03-01,3.04,27.57,13.08,2008,3
2008-04-01,32.47,30.51,15.84,2008,4
2008-05-01,15.34,35.46,20.66,2008,5
2008-06-01,23.35,37.14,23.54,2008,6
2008-07-01,47.98,35.75,24.25,2008,7
2008-08-01,88.83,33.8,22.36,2008,8
2008-09-01,18.34,33.13,19.94,2008,9
2008-10-01,5.27,31.54,15.69,2008,10
2008-11-01,4.52,24.63,8.59,2008,11
2008-12-01,25.63,19.87,5.14,2008,12
2009-01-01,35.22,17.84,3.9,2009,1
2009-02-01,28.37,21.24,7.19,2009,2
2009-03-01,25.01,25.98,11.99,2009,3
2009-04-01,30.01,30.15,15.75,2009,4
2009-05-01,10.42,36.18,21.33,2009,5
2009-06-01,17.32,36.44,23.04,2009,6
2009-07-01,49.67,36.24,24.45,2009,7
2009-08-01,30.02,35.67,24.11,2009,8
2009-09-01,15.55,34.03,20.57,2009,9
2009-10-01,3.69,30.31,14.32,2009,10
2009-11-01,6.46,24.49,8.06,2009,11
2009-12-01,15.44,19.53,5.02,2009,12
2010-01-01,8.33,18.29,3.77,2010,1
2010-02-01,29.46,20.14,6.41,2010,2
2010-03-01,17.13,28.03,13.87,2010,3
2010-04-01,15.73,33.28,18.62,2010,4
2010-05-01,21.24,36.14,21.7,2010,5
2010-06-01,33.9,36.5,23.03,2010,6
2010-07-01,103.06,35.58,24.1,2010,7
2010-08-01,110.44,34.05,22.85,2010,8
2010-09-01,30.46,32.53,19.34,2010,9
2010-10-01,4.11,31.32,15.75,2010,10
2010-11-01,1.47,24.76,8.31,2010,11
2010-12-01,3.76,18.47,2.75,2010,12
2011-01-01,10.33,16.51,2.07,2011,1
2011-02-01,51.29,19.37,5.45,2011,2
2011-03-01,26.4,25.5,11.52,2011,3
2011-04-01,23.9,30.2,15.61,2011,4
2011-05-01,11.75,36.46,21.87,2011,5
2011-06-01,16.33,37.65,24.06,2011,6
2011-07-01,37.44,35.52,24.03,2011,7
2011-08-01,68.39,34.5,23.34,2011,8
2011-09-01,39.0,32.74,19.69,2011,9
2011-10-01,10.15,30.38,14.84,2011,10
2011-11-01,6.97,26.04,10.61,2011,11
2011-12-01,2.67,18.68,3.36,2011,12
2012-01-01,19.11,16.02,1.73,2012,1
2012-02-01,16.0,17.17,3.48,2012,2
2012-03-01,19.38,24.55,10.73,2012,3
2012-04-01,28.95,30.01,15.64,2012,4
2012-05-01,10.91,34.9,20.52,2012,5
2012-06-01,7.18,36.89,23.36,2012,6
2012-07-01,26.44,36.41,24.98,2012,7
2012-08-01,43.84,34.52,23.15,2012,8
2012-09-01,48.44,32.61,19.53,2012,9
2012-10-01,5.37,29.97,13.94,2012,10
2012-11-01,3.43,24.57,8.89,2012,11
2012-12-01,21.44,19.17,4.3,2012,12
2013-01-01,9.42,17.11,2.62,2013,1
2013-02-01,59.1,19.46,5.44,2013,2
2013-03-01,24.34,25.54,11.36,2013,3
2013-04-01,30.81,29.94,15.77,2013,4
2013-05-01,10.53,35.48,20.74,2013,5
2013-06-01,34.71,37.43,23.76,2013,6
2013-07-01,41.93,36.12,24.33,2013,7
2013-08-01,76.8,33.91,22.91,2013,8
2013-09-01,16.72,34.26,20.78,2013,9
2013-10-01,6.79,31.91,15.72,2013,10
2013-11-01,12.11,24.5,8.31,2013,11
2013-12-01,2.29,19.05,4.12,2013,12
2014-01-01,10.59,17.07,2.29,2014,1
2014-02-01,18.78,17.8,3.75,2014,2
2014-03-01,28.81,23.67,9.84,2014,3
2014-04-01,31.84,30.65,15.46,2014,4
2014-05-01,17.93,34.28,19.39,2014,5
2014-06-01,12.04,38.15,24.46,2014,6
2014-07-01,30.48,36.42,24.66,2014,7
2014-08-01,30.91,34.95,23.37,2014,8
2014-09-01,37.23,33.78,20.16,2014,9
2014-10-01,8.15,30.68,15.4,2014,10
2014-11-01,9.32,24.69,8.54,2014,11
2014-12-01,1.13,18.48,3.0,2014,12
2015-01-01,15.26,17.27,2.85,2015,1
2015-02-01,33.78,20.56,7.03,2015,2
2015-03-01,57.42,23.68,9.9,2015,3
2015-04-01,28.97,31.58,16.44,2015,4
2015-05-01,18.75,35.55,20.77,2015,5
2015-06-01,28.76,36.96,23.34,2015,6
2015-07-01,69.08,35.33,23.89,2015,7
2015-08-01,65.13,34.39,22.9,2015,8
2015-09-01,32.13,33.14,19.45,2015,9
2015-10-01,11.38,31.02,15.17,2015,10
2015-11-01,8.72,25.01,8.94,2015,11
2015-12-01,6.48,18.92,4.07,2015,12
2016-01-01,14.64,18.55,4.11,2016,1
2016-02-01,7.55,20.72,6.05,2016,2
2016-03-01,50.05,25.4,11.46,2016,3
2016-04-01,23.28,31.38,16.54,2016,4
2016-05-01,16.77,36.89,21.27,2016,5
2016-06-01,22.56,38.01,24.13,2016,6
2016-07-01,54.01,36.57,24.24,2016,7
2016-08-01,58.74,34.14,22.56,2016,8
2016-09-01,13.59,34.14,20.64,2016,9
2016-10-01,1.03,30.94,15.29,2016,10
2016-11-01,3.35,24.1,8.93,2016,11
2016-12-01,7.01,21.13,5.81,2016,12
2017-01-01,38.42,17.43,2.34,2017,1
2017-02-01,18.02,20.16,6.35,2017,2
2017-03-01,16.66,25.14,11.59,2017,3
2017-04-01,20.09,32.39,17.62,2017,4
2017-05-01,15.37,36.45,21.45,2017,5
2017-06-01,31.56,37.33,23.58,2017,6
2017-07-01,44.58,35.99,23.58,2017,7
2017-08-01,39.0,34.75,23.08,2017,8
2017-09-01,14.41,33.71,20.11,2017,9
2017-10-01,0.74,32.35,15.23,2017,10
2017-11-01,8.23,24.34,8.21,2017,11
2017-12-01,14.93,19.5,3.46,2017,12
2018-01-01,2.26,18.57,3.26,2018,1
2018-02-01,15.97,21.13,7.04,2018,2
2018-03-01,18.68,27.51,13.08,2018,3
2018-04-01,18.38,32.18,17.61,2018,4
2018-05-01,12.14,35.75,20.81,2018,5
2018-06-01,25.04,37.75,24.15,2018,6
2018-07-01,35.16,36.07,24.28,2018,7
2018-08-01,26.6,34.96,23.61,2018,8
2018-09-01,12.79,33.41,19.82,2018,9
2018-10-01,2.87,30.22,14.74,2018,10
2018-11-01,6.74,25.07,9.04,2018,11
2018-12-01,4.24,19.28,3.95,2018,12
2019-01-01,20.29,17.51,3.02,2019,1
2019-02-01,39.37,18.29,4.31,2019,2
2019-03-01,47.94,23.41,9.73,2019,3
2019-04-01,29.61,31.12,17.09,2019,4
2019-05-01,20.27,34.35,19.73,2019,5
2019-06-01,19.68,37.5,23.78,2019,6
2019-07-01,53.0,36.73,24.39,2019,7
2019-08-01,57.64,34.5,23.44,2019,8
2019-09-01,22.17,34.9,21.22,2019,9
2019-10-01,13.42,30.76,14.69,2019,10
2019-11-01,19.06,23.87,7.92,2019,11
2019-12-01,11.46,18.25,3.25,2019,12
2020-01-01,49.21,15.73,1.69,2020,1
2020-02-01,14.87,20.65,6.42,2020,2
2020-03-01,58.2,23.65,9.67,2020,3
2020-04-01,27.44,30.44,16.11,2020,4
2020-05-01,20.63,35.33,20.13,2020,5
2020-06-01,14.88,37.39,23.55,2020,6
2020-07-01,35.14,36.26,24.77,2020,7
2020-08-01,99.33,35.11,23.9,2020,8
2020-09-01,34.53,33.72,20.1,2020,9
2020-10-01,2.37,29.66,14.02,2020,10
2020-11-01,14.99,23.39,7.47,2020,11
2020-12-01,15.3,18.43,3.28,2020,12
2021-01-01,12.47,16.73,1.21,2021,1
2021-02-01,4.12,22.2,7.61,2021,2
2021-03-01,28.57,27.17,12.81,2021,3
2021-04-01,21.65,31.36,16.39,2021,4
2021-05-01,15.84,35.03,20.16,2021,5
2021-06-01,13.19,37.4,23.42,2021,6
2021-07-01,41.16,36.24,24.84,2021,7
2021-08-01,30.91,35.05,23.61,2021,8
2021-09-01,44.51,34.69,20.7,2021,9
2021-10-01,7.85,30.45,14.46,2021,10
2021-11-01,1.73,24.66,8.34,2021,11
2021-12-01,8.16,19.29,4.06,2021,12
2022-01-01,46.94,17.01,2.78,2022,1
2022-02-01,9.19,20.69,6.16,2022,2
2022-03-01,9.67,28.1,13.94,2022,3
2022-04-01,4.77,33.97,19.27,2022,4
2022-05-01,10.82,36.48,21.78,2022,5
2022-06-01,40.36,37.12,23.41,2022,6
2022-07-01,164.64,34.44,22.75,2022,7
2022-08-01,113.49,33.65,22.55,2022,8
2022-09-01,20.19,34.05,20.61,2022,9
2022-10-01,2.43,30.69,14.74,2022,10
2022-11-01,14.38,25.44,9.36,2022,11
2022-12-01,6.01,19.42,4.44,2022,12
2023-01-01,18.13,15.59,1.15,2023,1
2023-02-01,5.98,22.11,8.22,2023,2
2023-03-01,44.39,25.83,11.71,2023,3
2023-04-01,23.15,30.17,15.56,2023,4
2023-05-01,26.53,34.12,19.29,2023,5
2023-06-01,52.52,36.84,23.19,2023,6
2023-07-01,103.44,35.28,23.94,2023,7
2023-08-01,20.15,35.0,23.77,2023,8
2023-09-01,17.84,34.33,21.12,2023,9
2023-10-01,13.33,31.14,15.63,2023,10
2023-11-01,9.51,25.61,10.01,2023,11
2023-12-01,10.04,20.79,5.15,2023,12
2024-01-01,7.37,17.93,3.1,2024,1
2024-02-01,34.39,19.78,5.87,2024,2
2024-03-01,38.19,24.55,10.67,2024,3
2024-04-01,48.56,29.81,15.18,2024,4
2024-05-01,5.5,36.31,21.81,2024,5
2024-06-01,19.63,38.17,24.19,2024,6
2024-07-01,50.06,37.2,25.4,2024,7
2024-08-01,108.68,34.16,23.07,2024,8
2024-09-01,16.97,34.63,21.03,2024,9
2024-10-01,7.55,32.26,16.9,2024,10
2024-11-01,4.33,26.91,10.99,2024,11
2024-12-01,5.05,18.43,3.19,2024,12
